,username,like,reply,retweet,time,text,status
@ClimateArea-2023-04-27T23:02:00.000Z,@ClimateArea,3,0,2,2023-04-27T23:02:00.000Z,"Climate Reality Bay Area Chapter
@ClimateArea
·
Apr 28
Good news! 

Apart from curbing pollutants & smog-forming emissions, the rule would also “drastically cut greenhouse gas emissions from locomotives, by an amount akin to removing all heavy-duty trucks from the state by 2030.”

#ActOnClimate #LeadOnClimate
apnews.com
California passes 1st-in-nation emission rules for trains
The California Air Resources Board approved Thursday a first-in-the nation rule to cut emissions from diesel-powered trains. The goal of the rule is to ban the use of locomotive engines more than 23...
2
3
48",1651723397506936832
@wealsoherdcats-2023-04-27T19:43:33.000Z,@wealsoherdcats,1,0,4,2023-04-27T19:43:33.000Z,"drew hudson #1u
@wealsoherdcats
·
Apr 27
help me & 
@NoCoalNoGas
 clean up the New England Grid! We have until May 5 to convince 
@FERC
 & 
@isonewengland
 to stop funding #FossilFuels & #ActOnClimate with our ratepayer   Write a quick comment here & sign up to take action: https://actionnetwork.org/letters/tell-ferc-and-iso-ne-to-clean-up-the-new-england-grid?source=twitter&…
4
1
151",1651673456323227657
@Dragofix-2023-04-20T18:32:10.000Z,@Dragofix,6,0,4,2023-04-20T18:32:10.000Z,"Dragofix
@Dragofix
·
Apr 20
World's climate plans make for a worrying read #ClimateChange #ActOnClimate
sciencedaily.com
World's climate plans make for a worrying read
CLIMATE According to the climate plans submitted to the UN by 50 countries, 12 gigatons of CO2 per year will continue to be emitted by 2050 -- and need to be removed from the atmosphere. Among other...
4
6
61",1649118779740127246
@DruhFarrell-2023-04-22T14:32:24.000Z,@DruhFarrell,15,0,5,2023-04-22T14:32:24.000Z,"Druh Farrell
@DruhFarrell
·
Apr 22
Every day should be #EarthDay Our children have the right to inherit a healthy planet. I stand for future generations.  #ActOnClimate
5
15
665",1649783215132131329
@BarryCusack-2023-04-28T17:08:09.000Z,@BarryCusack,1,0,0,2023-04-28T17:08:09.000Z,"Barry Cusack 
@BarryCusack
·
Apr 28
Sadly a sign of what's to come further north this summer... 

#ActOnClimate 
Quote Tweet
Met Office
@metoffice
·
Apr 28
We have seen record breaking April temperatures in Europe this week  

The latest provisional data shows that mainland Spain, Portugal and Morocco have all recorded their hottest April day on record 
1
65",1651996738826252305
@ProgressNowNM-2023-04-29T15:28:22.000Z,@ProgressNowNM,4,1,2,2023-04-29T15:28:22.000Z,"ProgressNow New Mexico
@ProgressNowNM
·
17h
Great interview here w/ folks who worked all #nmleg to #ActOnClimate! Lots of excuses floating around #nmpol the last couple weeks, good to hear the straight dope about what happened, and what NEEDS to happen.
Quote Tweet
Erik Schlenker-Goodrich
@riogranderift
·
17h
Want to better understand why progress on climate action + a just energy transition is stalling out in New Mexico? 

Hint: start with the entrenched oil & gas industry + @GovMLG's administration. #NMpol #nmleg
https://youtu.be/9K60KgaNGTs
Show this thread
1
2
4
405",1652334013590405120
@christian_aid-2023-04-11T19:37:00.000Z,@christian_aid,12,0,4,2023-04-11T19:37:00.000Z,"Christian Aid
@christian_aid
·
Apr 11
Climate just advocates making noise at the #SpringMeetings calling on incoming WBprez to stop financing #FossilFuels and clean up the Bank's act on climate justice - There's no time to waste!
The Big Shift Global and 7 others
4
12
1,521",1645873602028535808
@ICIJorg-2023-04-05T20:04:06.000Z,@ICIJorg,29,0,20,2023-04-05T20:04:06.000Z,"ICIJ
@ICIJorg
·
Apr 5
When our #DeforestationInc investigation reporters checked leaders' promises around the world to end forest loss, this is what they found. #forestry #environment #ActOnClimate https://bit.ly/3mK5G5b
20
29
6,444",1643706094173257730
@MISenDems-2023-04-16T16:32:00.000Z,@MISenDems,91,72,23,2023-04-16T16:32:00.000Z,"MI Senate Dems
@MISenDems
·
Apr 16
Informed by community stakeholders, we're taking bold action to address climate change and ensure Michigan becomes a leader in environmental sustainability. The time is now to #ActOnClimate.
crainsdetroit.com
Michigan Democrats propose 100 percent clean-power standard by 2035
72
23
91
9,637",1647638986620297218
@GreenpeaceCA-2023-04-06T20:45:00.000Z,@GreenpeaceCA,124,12,72,2023-04-06T20:45:00.000Z,"Greenpeace Canada
@GreenpeaceCA
·
Apr 6
And if the banks would stop financing fossil fuel projects, it would go a long way to bailing out the planet from defaulting on carbon debt.

Time for the #OilBankOfCanada to stop the money pipeline >> https://act.gp/40S5nEV

#FossilBanks #ActOnClimate
12
72
124
2,775",1644078775288709120
@350NM-2023-04-07T22:45:03.000Z,@350NM,23,3,17,2023-04-07T22:45:03.000Z,"350NM
@350NM
·
Apr 8
From @Gov_MLG, who committed Jan 17, 2023 to “codifying our zero emissions goal in state statute”, we instead saw no zero emissions bill and vetoes of every climate and energy bill - energy storage, EV credits & geothermal. This is NOT how we #ActOnClimate #NMleg #NMpol
3
17
23
1,575",1644471375950917632
@cookkar_-2023-04-12T16:07:30.000Z,@cookkar_,20,0,1,2023-04-12T16:07:30.000Z,"Kara Cook
@cookkar_
·
Apr 12
Excited to see this critical federal funding opportunity become a reality. We’re ready and eager to compete for millions more to act on climate and strengthen Michigan’s clean energy economy.
1
20
755",1646183270277677057
@OmonukN-2023-04-13T21:04:00.000Z,@OmonukN,68,2,38,2023-04-13T21:04:00.000Z,"Nicholas Omonuk
@OmonukN
·
Apr 14
We must cut down emissions now to keep 1.5 degrees alive.

@GretaThunberg
 
@350
 
@CANIntl
 
@Greenpeace
 #FridaysForFuture #UprootTheSystem #SystemChangeNotClimateChange #PeopleNotProfit #ClimateActionNow #ClimateAction #ActOnClimate #TomorrowIsTooLate
2
38
68
1,386",1646620272320020480
@AbiluTangwa-2023-04-16T15:14:11.000Z,@AbiluTangwa,17,0,10,2023-04-16T15:14:11.000Z,"Tangwa Abilu.
@AbiluTangwa
·
Apr 16
Our planet is suffering because of our inaction and unfulfilled pledges from our would leaders. It's time to stop delaying and start making real changes to protect our only livable planet earth. #ActOnClimate.
10
17
333",1647619401284308993
@AJPendleton-2023-03-30T13:06:48.000Z,@AJPendleton,17,0,10,2023-03-30T13:06:48.000Z,"Andrew Pendleton (@AJPendleton@mastodon.world)
@AJPendleton
·
Mar 30
The opposition to the expansion of a successful, world-leading and life-enhancing  clean air and climate ultra low emissions zone in London by some councils who promised to act on climate and filthy air quality is appalling, 
@lorddeben
 is right #ULEZExpansion #AirPollution
10
17
1,567",1641426750763593732
@climate_pod-2023-04-11T17:32:29.000Z,@climate_pod,32,0,21,2023-04-11T17:32:29.000Z,"ClimateOptimistsPodcast
@climate_pod
·
Apr 11
·
Wondering how you can help fight climate change?  
Check out our latest episode w/ 
@flannerykw
 from 
@citizensclimate
.  Listen wherever you get your podcasts.

#getinvolved #ActOnClimate #ClimateCrisis
21
32
1,035",1645842267280912386
@NoJabForMe-2023-03-28T00:50:56.000Z,@NoJabForMe,37,4,12,2023-03-28T00:50:56.000Z," UNITED 
@NoJabForMe
·
Mar 28
Unpopular opinion
Racism has been dead in Australia for decades' but Labor has revived the multi billion dollar fraudulent industry, by dividing Aussies with the Voice' which has been cleverly designed to give Big-Gov more power to act on Climate BS + other agendas of the day-/ Watch this space!
4
12
37
500",1640516787593965568
@Neeraj10z-2023-04-03T17:23:31.000Z,@Neeraj10z,11,0,6,2023-04-03T17:23:31.000Z,"Neeraj ( Writer/YouthMindset4Peace) #ActOnClimate
@Neeraj10z
·
Apr 3
The word nature itself is an excellent revelation of the mentality of Human. 

Which balances the earth and shows the mirror of life to Human.

#Nature #Climate #mentalhealth
#ActOnClimate #SDGs 

 credit - 
@Neeraj10z
Global Goals and 9 others
6
11
630",1642940910005784577
@greenpeaceusa-2023-04-08T14:30:01.000Z,@greenpeaceusa,45,2,33,2023-04-08T14:30:01.000Z,"Greenpeace USA
@greenpeaceusa
·
Apr 8
A recent study warns that melting ice in the Antarctic is not just raising sea levels but slowing down the circulation of deep ocean water.

“The projections we have make it look like the Antarctic overturning would collapse this century."" #ActOnClimate
edition.cnn.com
Crucial Antarctic ocean circulation heading for collapse if planet-warming pollution remains high,...
Melting ice in the Antarctic is not just raising sea levels but slowing down the circulation of deep ocean water with vast implications for the global climate and for marine life, a new study warns.
2
33
45
4,777",1644709185505099778
@350NM-2023-04-22T17:49:16.000Z,@350NM,10,0,9,2023-04-22T17:49:16.000Z,"350NM
@350NM
·
Apr 22
This is the crux of the problem. No serious climate bill can result if you require oil industry support. You have to choose to #ActOnClimate
Quote Tweet
Governor Michelle Lujan Grisham
@GovMLG
·
Apr 22
On #EarthDay2023, we reflect on the incredible progress our state has made in the last several years to protect our shared environment and fight climate change. But we are nowhere near done - and more is coming!  https://santafenewmexican.com/opinion/my_view/earth-day-2023-a-state-that-protects-the-environment/article_a56e5d7a-e071-11ed-987c-b39130dd754f.html…
9
10
812",1649832757022031874
@PatCrowley401-2023-04-06T01:05:13.000Z,@PatCrowley401,13,1,2,2023-04-06T01:05:13.000Z,"Patrick Crowley
@PatCrowley401
·
Apr 6
Was proud to testify today along side

@climatejobsri

colleagues in support of modernizing Rhode Island's net meeting laws while also protecting the Ocean State's beautiful core forests. It's an important part of reaching our goals on the Act on Climate. #JustTransition
IBEW Local Union 99 and 2 others
1
2
13
701",1643781872495779843
@AbiluTangwa-2023-04-22T03:45:29.000Z,@AbiluTangwa,17,0,7,2023-04-22T03:45:29.000Z,"Tangwa Abilu.
@AbiluTangwa
·
Apr 22
The future generation will look back at our inaction towards climate change with bewilderment and anger, wondering how we could prioritize short-term gains over the livability of our planet for generations to come. #ActOnClimate #ClimateChange #FutureGenerations
Quote Tweet
António Guterres
@antonioguterres
·
Apr 21
Will future generations look back on our actions with happiness & gratitude — or with disappointment & anger?

I want my great-great-granddaughter to know that I never stopped fighting for climate action, climate justice and a better, more peaceful world.https://time.com/collection/earth-awards-2023/6272884/antonio-guterres-climate-change-apology-great-great-granddaughter/…
7
17
293",1649620412140072960
@rpujolvives-2023-04-28T05:14:31.000Z,@rpujolvives,0,0,0,2023-04-28T05:14:31.000Z,"Robert Pujol i Vives
@rpujolvives
·
Apr 28
It’s late to stop temperatures in 2C
But It could be worse if we don’t stop yet to burn  https://rpujolviven.blogspot.com/2020/02/the-prophets-of-doom.html…
#ClimateCrisis #ClimateEmergency #ActOnClimate #ClimateActionNow
41.8K views
0:01 / 1:38
1:37
41.8K views
From 
World Economic Forum
9",1651817147104997379
@MarianaBozesan-2023-04-29T13:29:20.000Z,@MarianaBozesan,1,0,0,2023-04-29T13:29:20.000Z,"Dr. Mariana Bozesan
@MarianaBozesan
·
19h
#actonclimate now while we still can
linkedin.com
Dr. Mariana Bozesan on LinkedIn: Hitzerekord in den Meeren: ""Kommen immer mehr in unbekanntes...
#actonclimate now while we still can
1
7",1652304057300574208
@integrity_fiji-2023-04-02T10:23:32.000Z,@integrity_fiji,18,0,2,2023-04-02T10:23:32.000Z,"Integrity FIJI
@integrity_fiji
·
Apr 2
Now the hard work must continue after #summit4democracy.We urge Pacific&global States to go beyond words&commitments&to act on enforcement,act on climate change&engage with civil society&empowering people to be part of the AC&sustainability narrative 
@anticorruption
 
@Simon_Kofe
2
18
495",1642472826316951552
@YECAction-2023-04-28T16:37:51.000Z,@YECAction,4,0,2,2023-04-28T16:37:51.000Z,"Young Evangelicals for Climate Action
@YECAction
·
Apr 28
Want an uplifting read this weekend? Check out this recent Godspace blog post from YECA's Director of Communications on finding hope in collaborative #ClimateAction: https://godspacelight.com/2023/04/27/guest-post-by-lindsay-garcia-from-young-evangelicals-for-climate-action/?fbclid=IwAR3x7GzAU9t56C7B_xuJHQf8u6-NbfIdmgR1XeHCasEmHyyRPM2YYIxyvfc… #ActOnClimate #ClimateCrisis
2
4
176",1651989110654140425
@rpujolvives-2023-04-28T05:20:55.000Z,@rpujolvives,0,0,0,2023-04-28T05:20:55.000Z,"Robert Pujol i Vives
@rpujolvives
·
Apr 28
We have no chance to avoid the 2C above pre-industry temperatures 
But if we still do nothing things will be worse https://rpujolviven.blogspot.com/2017/04/no-we-know-what-were-betting.html… #ActOnClimate #ClimateEmergency #ClimatePledge
From 
World Economic Forum
9",1651818757747032064
@rpujolvives-2023-04-27T14:47:58.000Z,@rpujolvives,0,0,1,2023-04-27T14:47:58.000Z,"Robert Pujol i Vives
@rpujolvives
·
Apr 27
We are running late in #ClimateCrisis but we are still losing time https://rpujolviven.blogspot.com/2019/12/the-loosed-decade.html… #ActOnClimate #ClimateEmergency #ClimateAction 
#globalwarming parth
4,346 views
0:01 / 0:14
0:13
4,346 views
From 
Hot Earth Bot
1
14",1651599069406535682
@JadeArchaeobot-2023-04-23T14:59:41.000Z,@JadeArchaeobot,32,0,17,2023-04-23T14:59:41.000Z,"Jade d'Alpoim Guedes 
@JadeArchaeobot
·
Apr 23
Global rice shortage is set to be the biggest in 20 years. And this is just the start folks. We must act on climate change.
cnbc.com
Global rice shortage is set to be the biggest in 20 years
Rice production for the marketing year ending July 2023 is set to log its largest production shortfall in two decades, according to Fitch Solutions.
17
32
3,034",1650152468297424897
@climatemessages-2023-04-28T17:41:15.000Z,@climatemessages,16,0,9,2023-04-28T17:41:15.000Z,"100 Climate Messages
@climatemessages
·
Apr 28
CO2 LEVELS ARE VERY HIGH. AS ARE THE STAKES. #ClimateEmergency #FightFor1Point5 #ActOnClimate
9
16
439",1652005068890075137
@Oceanwire-2023-04-27T14:25:14.000Z,@Oceanwire,9,1,7,2023-04-27T14:25:14.000Z,"Oceanwire 
@Oceanwire
·
Apr 27
#ClimateEmergency #OceanEmergency #ActOnClimate

Scientists: Record ocean temperatures put Earth in ‘uncharted territory’ 

http://ow.ly/iO3A50NX88i   
by 
@fionaharvey
 in 
@guardianeco
theguardian.com
Record ocean temperatures put Earth in ‘uncharted territory’, say scientists
‘Unprecedented’ warming indicates climate crisis is taking place before our eyes, experts say
1
7
9
861",1651593348430409731
@SenatorRobHogg-2023-04-29T14:27:46.000Z,@SenatorRobHogg,4,1,2,2023-04-29T14:27:46.000Z,"Rob Hogg
@SenatorRobHogg
·
18h
We missed a chance for rain last night in Cedar Rapids.

Still only 1.23 inches of rain for the month, when average rain for April is 3.56 inches.

Flooding on the Mississippi. Drought in large parts of the rest of Iowa. No rain in 15-day forecast.

#ActOnClimate
Quote Tweet
NIDIS Drought.gov
@DroughtGov
·
Apr 27
Spotlight on Iowa, which has been dealing with varying levels of drought since July 2020.

29.7% of IA is in drought, with an area of Extreme/Exceptional Drought in western IA.

April was unusually dry and the 8-14 day outlook also looks mostly dry.

https://drought.gov/states/iowa @NOAA
ALT
ALT
ALT
ALT
1
2
4
711",1652318765600612352
@ClimateReality-2023-04-17T13:32:01.000Z,@ClimateReality,20,3,9,2023-04-17T13:32:01.000Z,"Climate Reality
@ClimateReality
·
Apr 17
When we decide to #ActOnClimate, we don’t give up! No one’s fighting for fun; they’re fighting for their lives. #StopWillow
cnn.com
Federal judge rules Willow Project construction can move forward as environmental groups' lawsuits...
A federal judge in Alaska has declined to block progress on the controversial Willow oil drilling project while lawsuits against the project proceed.
3
9
20
4,227",1647956077420638208
@SharonMottram14-2023-04-26T22:24:17.000Z,@SharonMottram14,9,0,8,2023-04-26T22:24:17.000Z,"#VegansForWorldPeace #VegansForTheAnimals
@SharonMottram14
·
Apr 27
Save our #forests …..

#hope 
#climate 
#ActOnClimate 
#deforestation 
#VegansForWorldPeace
#soybeans 
#dairy  
#beef
#BoycottPalmOil 
#Boycott4Wildlife 
@PalmOilDetect
Quote Tweet
Mike Hudema
@MikeHudema
·
Apr 26
Costa Rica, once home to rampant logging, has now almost doubled the size of its rainforest. They turned it all around within a generation. It can be done.

Protect people and the planet. #COP15 

#ActOnClimate #biodiversity #deforestation #rewilding #solutions
8
9
298",1651351517964689409
